"","TID"
"14180","2020107661-7"
"14181","2020107662-5"
"14182","2020107663-3"
"14183","2020107664-1"
"14184","2020107665-8"
"14185","2020107666-6"
"14186","2020107667-4"
"14187","2020107668-2"
"14188","2020107669-0"
"14189","2020107670-8"
"14190","2020107671-6"
"14191","2020107672-4"
"14192","2020107673-2"
"14193","2020107674-0"
"14194","2020107676-5"
"14195","2020107677-3"
"14196","2020107678-1"
"14197","2020107679-9"
"14198","2020107680-7"
"14199","2020107681-5"
"14200","2020107683-1"
"14201","2020107684-9"
"14202","2020107685-6"
"14203","2020107686-4"
"14204","2020107687-2"
"14205","2020107688-0"
"14206","2020107689-8"
"14207","2020107690-6"
"14208","2020107692-2"
"14209","2020107693-0"
"14210","2020107694-8"
"14211","2020107695-5"
"14212","2020107696-3"
"14213","2020107697-1"
"14214","2020107698-9"
"14215","2020107699-7"
"14216","2020107700-3"
"14217","2020107702-9"
"14218","2020107703-7"
"14219","2020107704-5"
"14220","2020107706-0"
"14221","2020107708-6"
"14222","2020107709-4"
"14223","2020107710-2"
"14224","2020107712-8"
"14225","2020107713-6"
"14226","2020107714-4"
"14227","2020107716-9"
"14228","2020107718-5"
"14229","2020107719-3"
"14230","2020107720-1"
"14231","2020107721-9"
"14232","2020107722-7"
"14233","2020107723-5"
"14234","2020107724-3"
"14235","2020107725-0"
"14236","2020107726-8"
"14237","2020107727-6"
"14238","2020107728-4"
"14239","2020107729-2"
"14240","2020107730-0"
"14241","2020107731-8"
"14242","2020107732-6"
"14243","2020107733-4"
"14244","2020107734-2"
"14245","2020107735-9"
"14246","2020107736-7"
"14247","2020107737-5"
"14248","2020107738-3"
"14249","2020107739-1"
"14250","2020107740-9"
"14251","2020107741-7"
"14252","2020107742-5"
"14253","2020107743-3"
"14254","2020107744-1"
"14255","2020107745-8"
"14256","2020107746-6"
"14257","2020107747-4"
"14258","2020107748-2"
"14259","2020107749-0"
"14260","2020107750-8"
"14261","2020107751-6"
"14262","2020107752-4"
"14263","2020107753-2"
"14264","2020107754-0"
"14265","2020107755-7"
"14266","2020107756-5"
"14267","2020107757-3"
"14268","2020107758-1"
"14269","2020107759-9"
"14270","2020107760-7"
"14271","2020107761-5"
"14272","2020107762-3"
"14273","2020107763-1"
"14274","2020107764-9"
"14275","2020107765-6"
"14276","2020107766-4"
"14277","2020107767-2"
"14278","2020107768-0"
"14279","2020107769-8"
"14280","2020107770-6"
"14281","2020107771-4"
"14282","2020107772-2"
"14283","2020107773-0"
"14284","2020107774-8"
"14285","2020107775-5"
"14286","2020107776-3"
"14287","2020107777-1"
"14288","2020107778-9"
"14289","2020107779-7"
"14290","2020107780-5"
"14291","2020107781-3"
"14292","2020107782-1"
"14293","2020107783-9"
"14294","2020107784-7"
"14295","2020107785-4"
"14296","2020107786-2"
"14297","2020107787-0"
"14298","2020107789-6"
"14299","2020107790-4"
"14300","2020107791-2"
"14301","2020107792-0"
"14302","2020107793-8"
"14303","2020107794-6"
"14304","2020107795-3"
"14305","2020107796-1"
"14306","2020107797-9"
"14307","2020107798-7"
"14308","2020107799-5"
"14309","2020107801-9"
"14310","2020107802-7"
"14311","2020107803-5"
"14312","2020107805-0"
"14313","2020107806-8"
"14314","2020107807-6"
"14315","2020107808-4"
"14316","2020107809-2"
"14317","2020107810-0"
"14318","2020107811-8"
"14319","2020107812-6"
"14320","2020107814-2"
"14321","2020107815-9"
"14322","2020107816-7"
"14323","2020107817-5"
"14324","2020107818-3"
"14325","2020107819-1"
"14326","2020107820-9"
"14327","2020107821-7"
"14328","2020107822-5"
"14329","2020107823-3"
"14330","2020107824-1"
"14331","2020107825-8"
"14332","2020107826-6"
"14333","2020107827-4"
"14334","2020107828-2"
"14335","2020107829-0"
"14336","2020107830-8"
"14337","2020107831-6"
"14338","2020107832-4"
"14339","2020107833-2"
"14340","2020107834-0"
"14341","2020107835-7"
"14342","2020107836-5"
"14343","2020107837-3"
"14344","2020107838-1"
"14345","2020107839-9"
"14346","2020107840-7"
"14347","2020107841-5"
"14348","2020107842-3"
"14349","2020107843-1"
"14350","2020107844-9"
"14351","2020107845-6"
"14352","2020107846-4"
"14353","2020107847-2"
"14354","2020107848-0"
"14355","2020107849-8"
"14356","2020107850-6"
"14357","2020107852-2"
"14358","2020107854-8"
"14359","2020107855-5"
"14360","2020107856-3"
"14361","2020107857-1"
"14362","2020107858-9"
"14363","2020107859-7"
"14364","2020107860-5"
"14365","2020107862-1"
"14366","2020107863-9"
"14367","2020107864-7"
"14368","2020107865-4"
"14369","2020107866-2"
"14370","2020107867-0"
"14371","2020107868-8"
"14372","2020107870-4"
"14373","2020107871-2"
"14374","2020107872-0"
"14375","2020107873-8"
"14376","2020107874-6"
"14377","2020107875-3"
"14378","2020107876-1"
"14379","2020107877-9"
"14380","2020107878-7"
"14381","2020107879-5"
"14382","2020107880-3"
"14383","2020107881-1"
"14384","2020107882-9"
"14385","2020107883-7"
"14386","2020107885-2"
"14387","2020107886-0"
"14388","2020107887-8"
"14389","2020107888-6"
"14390","2020107889-4"
"14391","2020107890-2"
"14392","2020107891-0"
"14393","2020107892-8"
"14394","2020107893-6"
"14395","2020107894-4"
"14396","2020107895-1"
"14397","2020107897-7"
"14398","2020107898-5"
"14399","2020107899-3"
"14400","2020107901-7"
"14401","2020107902-5"
"14402","2020107903-3"
"14403","2020107904-1"
"14404","2020107905-8"
"14405","2020107906-6"
"14406","2020107907-4"
"14407","2020107909-0"
"14408","2020107910-8"
"14409","2020107911-6"
"14410","2020107913-2"
"14411","2020107914-0"
"14412","2020107915-7"
"14413","2020107916-5"
"14414","2020107918-1"
"14415","2020107919-9"
"14416","2020107920-7"
"14417","2020107921-5"
"14418","2020107922-3"
"14419","2020107923-1"
"14420","2020107924-9"
"14421","2020107926-4"
"14422","2020107927-2"
"14423","2020107928-0"
"14424","2020107929-8"
"14425","2020107930-6"
"14426","2020107931-4"
"14427","2020107932-2"
"14428","2020107933-0"
"14429","2020107934-8"
"14430","2020107936-3"
"14431","2020107937-1"
"14432","2020107938-9"
"14433","2020107939-7"
"14434","2020107940-5"
"14435","2020107941-3"
"14436","2020107942-1"
"14437","2020107943-9"
"14438","2020107944-7"
"14439","2020107945-4"
"14440","2020107946-2"
"14441","2020107947-0"
"14442","2020107948-8"
"14443","2020107949-6"
"14444","2020107950-4"
"14445","2020107951-2"
"14446","2020107952-0"
"14447","2020107953-8"
"14448","2020107954-6"
"14449","2020107955-3"
"14450","2020107956-1"
"14451","2020107957-9"
"14452","2020107958-7"
"14453","2020107959-5"
"14454","2020107960-3"
"14455","2020107961-1"
"14456","2020107962-9"
"14457","2020107963-7"
"14458","2020107964-5"
"14459","2020107965-2"
"14460","2020107966-0"
"14461","2020107967-8"
"14462","2020107968-6"
"14463","2020107969-4"
"14464","2020107970-2"
"14465","2020107971-0"
"14466","2020107972-8"
"14467","2020107973-6"
"14468","2020107974-4"
"14469","2020107975-1"
"14470","2020107976-9"
"14471","2020107977-7"
"14472","2020107979-3"
"14473","2020107980-1"
"14474","2020107983-5"
"14475","2020107984-3"
"14476","2020107985-0"
"14477","2020107986-8"
"14478","2020107987-6"
"14479","2020107988-4"
"14480","2020107989-2"
"14481","2020107990-0"
"14482","2020107991-8"
"14483","2020107992-6"
"14484","2020107993-4"
"14485","2020107994-2"
"14486","2020107995-9"
"14487","2020107996-7"
"14488","2020107997-5"
"14489","2020107998-3"
"14490","2020107999-1"
"14491","2020108000-7"
"14492","2020108001-5"
"14493","2020108002-3"
"14494","2020108003-1"
"14495","2020108004-9"
"14496","2020108005-6"
"14497","2020108006-4"
"14498","2020108007-2"
"14499","2020108008-0"
"14500","2020108009-8"
"14501","2020108010-6"
"14502","2020108011-4"
"14503","2020108012-2"
"14504","2020108013-0"
"14505","2020108014-8"
"14506","2020108015-5"
"14507","2020108016-3"
"14508","2020108017-1"
"14509","2020108018-9"
"14510","2020108019-7"
"14511","2020108020-5"
"14512","2020108021-3"
"14513","2020108022-1"
"14514","2020108023-9"
"14515","2020108024-7"
"14516","2020108025-4"
"14517","2020108026-2"
"14518","2020108027-0"
"14519","2020108028-8"
"14520","2020108029-6"
"14521","2020108030-4"
"14522","2020108031-2"
"14523","2020108032-0"
"14524","2020108034-6"
"14525","2020108035-3"
"14526","2020108036-1"
"14527","2020108037-9"
"14528","2020108038-7"
"14529","2020108039-5"
"14530","2020108040-3"
"14531","2020108041-1"
"14532","2020108042-9"
"14533","2020108043-7"
"14534","2020108044-5"
"14535","2020108045-2"
"14536","2020108046-0"
"14537","2020108047-8"
"14538","2020108048-6"
"14539","2020108049-4"
"14540","2020108050-2"
"14541","2020108051-0"
"14542","2020108052-8"
"14543","2020108053-6"
"14544","2020108054-4"
"14545","2020108055-1"
"14546","2020108056-9"
"14547","2020108057-7"
"14548","2020108058-5"
"14549","2020108059-3"
"14550","2020108061-9"
"14551","2020108062-7"
"14552","2020108063-5"
"14553","2020108064-3"
"14554","2020108065-0"
"14555","2020108066-8"
"14556","2020108067-6"
"14557","2020108068-4"
"14558","2020108069-2"
"14559","2020108070-0"
"14560","2020108071-8"
"14561","2020108072-6"
"14562","2020108074-2"
"14563","2020108075-9"
"14564","2020108076-7"
"14565","2020108077-5"
"14566","2020108078-3"
"14567","2020108079-1"
"14568","2020108080-9"
"14569","2020108081-7"
"14570","2020108082-5"
"14571","2020108083-3"
"14572","2020108084-1"
"14573","2020108085-8"
"14574","2020108086-6"
"14575","2020108087-4"
"14576","2020108088-2"
"14577","2020108089-0"
"14578","2020108090-8"
"14579","2020108091-6"
"14580","2020108092-4"
"14581","2020108093-2"
"14582","2020108094-0"
"14583","2020108095-7"
"14584","2020108096-5"
"14585","2020108097-3"
"14586","2020108098-1"
"14587","2020108099-9"
"14588","2020108100-5"
"14589","2020108101-3"
"14590","2020108102-1"
"14591","2020108103-9"
"14592","2020108104-7"
"14593","2020108105-4"
"14594","2020108106-2"
"14595","2020108107-0"
"14596","2020108108-8"
"14597","2020108109-6"
"14598","2020108110-4"
"14599","2020108111-2"
"14600","2020108112-0"
"14601","2020108113-8"
"14602","2020108114-6"
"14603","2020108115-3"
"14604","2020108116-1"
"14605","2020108117-9"
"14606","2020108118-7"
"14607","2020108119-5"
"14608","2020108120-3"
"14609","2020108121-1"
"14610","2020108122-9"
"14611","2020108123-7"
"14612","2020108125-2"
"14613","2020108126-0"
"14614","2020108127-8"
"14615","2020108128-6"
"14616","2020108129-4"
"14617","2020108130-2"
"14618","2020108131-0"
"14619","2020108132-8"
"14620","2020108133-6"
"14621","2020108134-4"
"14622","2020108135-1"
"14623","2020108137-7"
"14624","2020108138-5"
"14625","2020108139-3"
"14626","2020108140-1"
"14627","2020108141-9"
"14628","2020108142-7"
"14629","2020108143-5"
"14630","2020108144-3"
"14631","2020108145-0"
"14632","2020108146-8"
"14633","2020108147-6"
"14634","2020108148-4"
"14635","2020108149-2"
"14636","2020108150-0"
"14637","2020108151-8"
"14638","2020108152-6"
"14639","2020108153-4"
"14640","2020108154-2"
"14641","2020108155-9"
"14642","2020108157-5"
"14643","2020108158-3"
"14644","2020108159-1"
"14645","2020108160-9"
"14646","2020108161-7"
"14647","2020108162-5"
"14648","2020108163-3"
"14649","2020108164-1"
"14650","2020108165-8"
"14651","2020108166-6"
"14652","2020108167-4"
"14653","2020108168-2"
"14654","2020108169-0"
"14655","2020108170-8"
"14656","2020108171-6"
"14657","2020108172-4"
"14658","2020108173-2"
"14659","2020108174-0"
"14660","2020108175-7"
"14661","2020108176-5"
"14662","2020108177-3"
"14663","2020108178-1"
"14664","2020108179-9"
"14665","2020108180-7"
"14666","2020108181-5"
"14667","2020108182-3"
"14668","2020108183-1"
"14669","2020108184-9"
"14670","2020108186-4"
"14671","2020108187-2"
"14672","2020108188-0"
"14673","2020108189-8"
"14674","2020108190-6"
"14675","2020108191-4"
"14676","2020108192-2"
"14677","2020108194-8"
"14678","2020108195-5"
"14679","2020108196-3"
"14680","2020108197-1"
"14681","2020108198-9"
"14682","2020108199-7"
"14683","2020108200-3"
"14684","2020108201-1"
"14685","2020108202-9"
"14686","2020108203-7"
"14687","2020108204-5"
"14688","2020108205-2"
"14689","2020108206-0"
"14690","2020108207-8"
"14691","2020108208-6"
"14692","2020108209-4"
"14693","2020108210-2"
"14694","2020108211-0"
"14695","2020108212-8"
"14696","2020108213-6"
"14697","2020108214-4"
"14698","2020108215-1"
"14699","2020108216-9"
"14700","2020108217-7"
"14701","2020108218-5"
"14702","2020108219-3"
"14703","2020108220-1"
"14704","2020108221-9"
"14705","2020108222-7"
"14706","2020108223-5"
"14707","2020108224-3"
"14708","2020108225-0"
"14709","2020108226-8"
"14710","2020108227-6"
"14711","2020108228-4"
"14712","2020108229-2"
"14713","2020108230-0"
"14714","2020108231-8"
"14715","2020108232-6"
"14716","2020108233-4"
"14717","2020108234-2"
"14718","2020108235-9"
"14719","2020108236-7"
"14720","2020108237-5"
"14721","2020108238-3"
"14722","2020108239-1"
"14723","2020108240-9"
"14724","2020108241-7"
"14725","2020108242-5"
"14726","2020108243-3"
"14727","2020108244-1"
"14728","2020108245-8"
"14729","2020108247-4"
"14730","2020108248-2"
"14731","2020108249-0"
"14732","2020108250-8"
"14733","2020108251-6"
"14734","2020108252-4"
"14735","2020108253-2"
"14736","2020108254-0"
"14737","2020108255-7"
"14738","2020108256-5"
"14739","2020108257-3"
"14740","2020108258-1"
"14741","2020108259-9"
"14742","2020108260-7"
"14743","2020108261-5"
"14744","2020108262-3"
"14745","2020108263-1"
"14746","2020108264-9"
"14747","2020108265-6"
"14748","2020108266-4"
"14749","2020108267-2"
"14750","2020108268-0"
"14751","2020108269-8"
"14752","2020108270-6"
"14753","2020108272-2"
"14754","2020108273-0"
"14755","2020108274-8"
"14756","2020108275-5"
"14757","2020108276-3"
"14758","2020108277-1"
"14759","2020108278-9"
"14760","2020108279-7"
"14761","2020108280-5"
"14762","2020108281-3"
"14763","2020108282-1"
"14764","2020108283-9"
"14765","2020108285-4"
"14766","2020108286-2"
"14767","2020108287-0"
"14768","2020108288-8"
"14769","2020108289-6"
"14770","2020108291-2"
"14771","2020108292-0"
"14772","2020108293-8"
"14773","2020108294-6"
"14774","2020108295-3"
"14775","2020108297-9"
"14776","2020108298-7"
"14777","2020108300-1"
"14778","2020108301-9"
"14779","2020108302-7"
"14780","2020108303-5"
"14781","2020108304-3"
"14782","2020108305-0"
"14783","2020108306-8"
"14784","2020108307-6"
"14785","2020108308-4"
"14786","2020108309-2"
"14787","2020108310-0"
"14788","2020108312-6"
"14789","2020108313-4"
"14790","2020108314-2"
"14791","2020108315-9"
"14792","2020108316-7"
"14793","2020108318-3"
"14794","2020108319-1"
"14795","2020108320-9"
"14796","2020108321-7"
"14797","2020108322-5"
"14798","2020108323-3"
"14799","2020108324-1"
"14800","2020108325-8"
"14801","2020108326-6"
"14802","2020108328-2"
"14803","2020108329-0"
"14804","2020108330-8"
"14805","2020108331-6"
"14806","2020108332-4"
"14807","2020108333-2"
"14808","2020108334-0"
"14809","2020108335-7"
"14810","2020108336-5"
"14811","2020108337-3"
"14812","2020108338-1"
"14813","2020108339-9"
"14814","2020108340-7"
"14815","2020108341-5"
"14816","2020108342-3"
"14817","2020108343-1"
"14818","2020108344-9"
"14819","2020108345-6"
"14820","2020108346-4"
"14821","2020108347-2"
"14822","2020108348-0"
"14823","2020108349-8"
"14824","2020108350-6"
"14825","2020108351-4"
"14826","2020108352-2"
"14827","2020108353-0"
"14828","2020108354-8"
"14829","2020108355-5"
"14830","2020108356-3"
"14831","2020108357-1"
"14832","2020108358-9"
"14833","2020108359-7"
"14834","2020108360-5"
"14835","2020108361-3"
"14836","2020108362-1"
"14837","2020108363-9"
"14838","2020108364-7"
"14839","2020108365-4"
"14840","2020108366-2"
"14841","2020108367-0"
"14842","2020108369-6"
"14843","2020108371-2"
"14844","2020108373-8"
"14845","2020108374-6"
"14846","2020108375-3"
"14847","2020108376-1"
"14848","2020108377-9"
"14849","2020108378-7"
"14850","2020108379-5"
"14851","2020108380-3"
"14852","2020108381-1"
"14853","2020108382-9"
"14854","2020108383-7"
"14855","2020108384-5"
"14856","2020108385-2"
"14857","2020108386-0"
"14858","2020108387-8"
"14859","2020108388-6"
"14860","2020108389-4"
"14861","2020108390-2"
"14862","2020108391-0"
"14863","2020108392-8"
"14864","2020108393-6"
"14865","2020108394-4"
"14866","2020108395-1"
"14867","2020108397-7"
"14868","2020108398-5"
"14869","2020108399-3"
"14870","2020108400-9"
"14871","2020108401-7"
"14872","2020108402-5"
"14873","2020108403-3"
"14874","2020108405-8"
"14875","2020108406-6"
"14876","2020108407-4"
"14877","2020108408-2"
"14878","2020108409-0"
"14879","2020108410-8"
"14880","2020108411-6"
"14881","2020108412-4"
"14882","2020108413-2"
"14883","2020108414-0"
"14884","2020108415-7"
"14885","2020108416-5"
"14886","2020108417-3"
"14887","2020108418-1"
"14888","2020108419-9"
"14889","2020108420-7"
"14890","2020108421-5"
"14891","2020108422-3"
"14892","2020108423-1"
"14893","2020108424-9"
"14894","2020108425-6"
"14895","2020108426-4"
"14896","2020108427-2"
"14897","2020108428-0"
"14898","2020108429-8"
"14899","2020108430-6"
"14900","2020108431-4"
"14901","2020108432-2"
"14902","2020108433-0"
"14903","2020108434-8"
"14904","2020108435-5"
"14905","2020108437-1"
"14906","2020108438-9"
"14907","2020108439-7"
"14908","2020108440-5"
"14909","2020108441-3"
"14910","2020108442-1"
"14911","2020108443-9"
"14912","2020108444-7"
"14913","2020108446-2"
"14914","2020108447-0"
"14915","2020108449-6"
"14916","2020108450-4"
"14917","2020108451-2"
"14918","2020108452-0"
"14919","2020108453-8"
"14920","2020108454-6"
"14921","2020108455-3"
"14922","2020108457-9"
"14923","2020108458-7"
"14924","2020108459-5"
"14925","2020108461-1"
"14926","2020108462-9"
"14927","2020108463-7"
"14928","2020108464-5"
"14929","2020108465-2"
"14930","2020108466-0"
"14931","2020108467-8"
"14932","2020108468-6"
"14933","2020108469-4"
"14934","2020108470-2"
"14935","2020108471-0"
"14936","2020108472-8"
"14937","2020108473-6"
"14938","2020108474-4"
"14939","2020108475-1"
"14940","2020108476-9"
"14941","2020108477-7"
"14942","2020108478-5"
"14943","2020108481-9"
"14944","2020108482-7"
"14945","2020108483-5"
"14946","2020108484-3"
"14947","2020108485-0"
"14948","2020108486-8"
"14949","2020108487-6"
"14950","2020108488-4"
"14951","2020108489-2"
"14952","2020108490-0"
"14953","2020108491-8"
"14954","2020108492-6"
"14955","2020108493-4"
"14956","2020108494-2"
"14957","2020108495-9"
"14958","2020108496-7"
"14959","2020108497-5"
"14960","2020108498-3"
"14961","2020108499-1"
"14962","2020108500-6"
"14963","2020108501-4"
"14964","2020108503-0"
"14965","2020108504-8"
"14966","2020108505-5"
"14967","2020108506-3"
"14968","2020108507-1"
"14969","2020108508-9"
"14970","2020108509-7"
