"Site","DeepLearningSystem","Score","Sensitivity","Specificity","PPV","NPV","nnt","XpertSaved%","Sens","Sens_L","Sens_H","Spec","Spec_L","Spec_H","ppv","PPV_L","PPV_H","npv","NPV_L","NPV_H","X"
"MDF","CAD4TBv7",29,"93.9% (93.163-94.61360%)","63.3% (62.2302-64.2815%)","56.2% (55.046906-57.35257%)","95.4% (94.8192390-95.926097%)","1.8 (1.7-1.8)",0.44150504,0.93918292,0.93162733,0.94613596,0.63260312,0.62230151,0.64281463,0.5620225,0.55046906,0.57352568,0.9539624,0.94819239,0.95926097,0.36739688
"MDF","CAD4TBv7",30,"93.7% (92.894-94.37227%)","63.7% (62.6637-64.7099%)","56.4% (55.266997-57.57911%)","95.2% (94.6602210-95.779354%)","1.8 (1.7-1.8)",0.44522886,0.93662953,0.92893759,0.94372266,0.63691447,0.62663692,0.64709899,0.56425675,0.55266997,0.5757911,0.95243074,0.94660221,0.95779354,0.36308553
"MDF","CAD4TBv7",31,"93.5% (92.772-94.26246%)","64.2% (63.2028-65.2424%)","56.8% (55.598596-57.91698%)","95.2% (94.6160820-95.735046%)","1.8 (1.7-1.8)",0.44918542,0.9354689,0.9277161,0.94262458,0.64227453,0.63202812,0.65242426,0.56760563,0.55598596,0.57916975,0.95198618,0.94616082,0.95735046,0.35772547
"MDF","CAD4TBv7",32,"93.5% (92.698-94.19654%)","64.7% (63.6483-65.6822%)","57.0% (55.883191-58.20646%)","95.2% (94.5996110-95.716487%)","1.8 (1.7-1.8)",0.45236618,0.93477252,0.92698353,0.94196541,0.6467024,0.63648275,0.65682236,0.5704774,0.55883191,0.58206464,0.9518093,0.94599611,0.95716487,0.3532976
"MDF","CAD4TBv7",33,"93.3% (92.503-94.02064%)","65.0% (63.9766-66.0062%)","57.2% (56.059230-58.38728%)","95.1% (94.4890460-95.613880%)","1.7 (1.7-1.8)",0.45515904,0.93291551,0.92503118,0.94020644,0.64996504,0.63976572,0.66006246,0.57226257,0.5605923,0.5838728,0.95074144,0.94489046,0.9561388,0.35003496
"MDF","CAD4TBv7",34,"93.3% (92.503-94.02064%)","65.4% (64.4105-66.4343%)","57.5% (56.360139-58.69226%)","95.1% (94.5234770-95.641443%)","1.7 (1.7-1.8)",0.45802948,0.93291551,0.92503118,0.94020644,0.65427639,0.64410473,0.66434322,0.57529344,0.56360139,0.58692262,0.95105014,0.94523477,0.95641443,0.34572361
"MDF","CAD4TBv7",35,"93.1% (92.332-93.86660%)","65.8% (64.8327-66.8507%)","57.8% (56.612791-58.95030%)","95.0% (94.4390810-95.561631%)","1.7 (1.7-1.8)",0.4613654,0.93129062,0.92332422,0.93866599,0.65847122,0.64832734,0.6685074,0.57784819,0.56612791,0.58950305,0.95022701,0.94439081,0.95561631,0.34152878
"MDF","CAD4TBv7",36,"93.0% (92.211-93.75649%)","66.3% (65.2785-67.2902%)","58.1% (56.897726-59.24038%)","95.0% (94.3910810-95.514520%)","1.7 (1.7-1.8)",0.46470132,0.93012999,0.9221057,0.93756492,0.66289909,0.65278549,0.67290198,0.58072464,0.56897726,0.59240375,0.94974958,0.94391081,0.9551452,0.33710091
"MDF","CAD4TBv7",37,"92.8% (91.943-93.51405%)","66.8% (65.8418-67.8452%)","58.4% (57.233877-59.58397%)","94.8% (94.2544890-95.386018%)","1.7 (1.7-1.7)",0.46927851,0.9275766,0.91942708,0.93514046,0.66849219,0.65841824,0.67845163,0.58412513,0.57233877,0.59583973,0.94842123,0.94254489,0.95386018,0.33150781
"MDF","CAD4TBv7",38,"92.6% (91.772-93.35961%)","67.2% (66.2057-68.2035%)","58.6% (57.454766-59.80962%)","94.8% (94.1694720-95.305798%)","1.7 (1.7-1.7)",0.47222653,0.92595172,0.91772396,0.93359615,0.6721044,0.6620569,0.68203494,0.58635896,0.57454766,0.59809618,0.94759323,0.94169472,0.95305798,0.3278956
"MDF","CAD4TBv7",39,"92.4% (91.602-93.20507%)","67.7% (66.6870-68.6773%)","58.9% (57.764767-60.12536%)","94.7% (94.0951880-95.234306%)","1.7 (1.7-1.7)",0.47595035,0.92432683,0.91602193,0.93205074,0.67688185,0.66687035,0.68677312,0.58948927,0.57764767,0.60125355,0.94686227,0.94095188,0.95234306,0.32311815
"MDF","CAD4TBv7",40,"92.2% (91.408-93.02833%)","68.2% (67.1802-69.1626%)","59.3% (58.081875-60.44846%)","94.6% (94.0070950-95.150062%)","1.7 (1.7-1.7)",0.47982933,0.92246982,0.91407805,0.93028326,0.68177581,0.67180242,0.69162565,0.59269202,0.58081875,0.60448461,0.94599838,0.94007095,0.95150062,0.31822419
"MDF","CAD4TBv7",41,"92.0% (91.141-92.78508%)","68.5% (67.5444-69.5206%)","59.5% (58.287479-60.65964%)","94.5% (93.8622270-95.014907%)","1.7 (1.6-1.7)",0.48308766,0.91991643,0.91140741,0.92785078,0.68538802,0.67544356,0.69520648,0.59477713,0.58287479,0.60659645,0.94459611,0.93862227,0.95014907,0.31461198
"MDF","CAD4TBv7",42,"91.8% (90.947-92.60802%)","69.0% (68.0378-70.0057%)","59.8% (58.613085-60.99114%)","94.4% (93.7774690-94.933453%)","1.7 (1.6-1.7)",0.48696664,0.91805942,0.90946665,0.92608017,0.69028199,0.68037782,0.70005682,0.59806442,0.58613085,0.60991144,0.94376294,0.93777469,0.94933453,0.30971801
"MDF","CAD4TBv7",43,"91.7% (90.874-92.54159%)","69.5% (68.4843-70.4444%)","60.1% (58.938257-61.32055%)","94.4% (93.7680060-94.921222%)","1.7 (1.6-1.7)",0.4901474,0.91736305,0.90873919,0.92541587,0.69470986,0.68484325,0.70444411,0.60133901,0.58938257,0.61320546,0.94365305,0.93768006,0.94921222,0.30529014
"MDF","CAD4TBv7",44,"91.5% (90.632-92.32003%)","69.9% (68.9310-70.8830%)","60.4% (59.224320-61.61246%)","94.3% (93.6504500-94.810008%)","1.7 (1.6-1.7)",0.49387122,0.91504178,0.90631555,0.92320028,0.69913773,0.68930975,0.70883035,0.60423053,0.5922432,0.61612462,0.94250707,0.9365045,0.94810008,0.30086227
"MDF","CAD4TBv7",45,"91.2% (90.341-92.05391%)","70.4% (69.4012-71.3446%)","60.7% (59.520973-61.91559%)","94.1% (93.5062030-94.673943%)","1.6 (1.6-1.7)",0.49790535,0.91225627,0.90340962,0.92053914,0.70379865,0.69401248,0.71344628,0.60723115,0.59520973,0.61915586,0.94110315,0.93506203,0.94673943,0.29620135
"MDF","CAD4TBv7",46,"91.0% (90.123-91.85416%)","70.8% (69.8246-71.7600%)","61.0% (59.803282-62.20321%)","94.0% (93.4057480-94.578284%)","1.6 (1.6-1.7)",0.50139643,0.91016713,0.90123186,0.91854159,0.70799347,0.69824597,0.71759959,0.61008246,0.59803282,0.62203212,0.94012069,0.93405748,0.94578284,0.29200653
"MDF","CAD4TBv7",47,"90.8% (89.881-91.63205%)","71.3% (70.3775-72.3020%)","61.4% (60.188792-62.59511%)","93.9% (93.3030280-94.479403%)","1.6 (1.6-1.7)",0.50581846,0.90784587,0.89881374,0.91632046,0.71347005,0.70377452,0.72302047,0.61397174,0.60188792,0.62595112,0.93911043,0.93303028,0.94479403,0.28652995
"MDF","CAD4TBv7",48,"90.5% (89.591-91.36529%)","72.0% (71.0011-72.9131%)","61.8% (60.627554-63.04110%)","93.8% (93.1787220-94.359961%)","1.6 (1.6-1.6)",0.51086113,0.90506035,0.89591419,0.91365292,0.71964577,0.7100109,0.72913131,0.6183981,0.60627554,0.63041103,0.93788914,0.93178722,0.94359961,0.28035423
"MDF","CAD4TBv7",49,"90.2% (89.229-91.03153%)","72.3% (71.3660-73.2705%)","62.1% (60.839100-63.25894%)","93.6% (92.9899800-94.182902%)","1.6 (1.6-1.6)",0.51442979,0.90157846,0.89229297,0.91031526,0.72325798,0.71365962,0.73270455,0.62054641,0.608391,0.63258939,0.93605791,0.9298998,0.94182902,0.27674202
"MDF","CAD4TBv7",50,"89.9% (88.988-90.80882%)","72.8% (71.8840-73.7775%)","62.4% (61.214846-63.64050%)","93.5% (92.8905280-94.086884%)","1.6 (1.6-1.6)",0.51861908,0.8992572,0.88988072,0.90808825,0.72838499,0.71883978,0.73777492,0.62433521,0.61214846,0.63640497,0.93507853,0.92890528,0.94086884,0.27161501
"MDF","CAD4TBv7",51,"89.7% (88.795-90.63056%)","73.3% (72.3433-74.2268%)","62.8% (61.558845-63.98928%)","93.4% (92.8162170-94.014513%)","1.6 (1.6-1.6)",0.52226532,0.89740019,0.88795199,0.90630557,0.73292939,0.7234326,0.74226779,0.62780123,0.61558845,0.63989284,0.93434343,0.92816217,0.94014513,0.26707061
"MDF","CAD4TBv7",52,"89.4% (88.482-90.34068%)","73.7% (72.7084-74.5838%)","63.0% (61.795071-64.23110%)","93.3% (92.6629790-93.869696%)","1.6 (1.6-1.6)",0.52567882,0.89438254,0.88481975,0.90340676,0.7365416,0.72708421,0.74583815,0.630193,0.61795071,0.64231095,0.93285124,0.92662979,0.93869696,0.2634584
"MDF","CAD4TBv7",53,"89.3% (88.362-90.22912%)","74.0% (73.0737-74.9408%)","63.3% (62.084265-64.52355%)","93.2% (92.6252460-93.831837%)","1.6 (1.5-1.6)",0.52847168,0.89322191,0.88361567,0.90229121,0.74015381,0.73073662,0.7494077,0.63310299,0.62084265,0.64523546,0.93247211,0.92625246,0.93831837,0.25984619
"MDF","CAD4TBv7",54,"89.1% (88.121-90.00591%)","74.5% (73.5686-75.4243%)","63.7% (62.461807-64.90627%)","93.2% (92.5293840-93.739009%)","1.6 (1.5-1.6)",0.53250582,0.89090065,0.88120852,0.90005908,0.74504777,0.73568635,0.75424256,0.63690674,0.62461807,0.64906273,0.93152681,0.92529384,0.93739009,0.25495223
"MDF","CAD4TBv7",55,"88.9% (87.952-89.84958%)","74.9% (74.0166-75.8616%)","64.1% (62.821771-65.27018%)","93.1% (92.4725300-93.682717%)","1.6 (1.5-1.6)",0.5359969,0.88927577,0.87952431,0.8984958,0.74947565,0.740166,0.75861564,0.64052834,0.62821771,0.65270176,0.93095962,0.9247253,0.93682717,0.25052435
"MDF","CAD4TBv7",56,"88.6% (87.616-89.53673%)","75.3% (74.3939-76.2297%)","64.3% (63.079345-65.53336%)","92.9% (92.3129480-93.531419%)","1.6 (1.5-1.6)",0.53956555,0.886026,0.87615778,0.89536733,0.75320438,0.74393932,0.76229724,0.64313395,0.63079345,0.65533361,0.92940331,0.92312948,0.93531419,0.24679562
"MDF","CAD4TBv7",57,"88.4% (87.448-89.38022%)","75.7% (74.7832-76.6093%)","64.6% (63.395056-65.85253%)","92.9% (92.2528050-93.472421%)","1.5 (1.5-1.6)",0.54266874,0.88440111,0.87447544,0.89380217,0.75704964,0.74783152,0.76609293,0.64631043,0.63395056,0.65852535,0.92880629,0.92252805,0.93472421,0.24295036
"MDF","CAD4TBv7",58,"88.2% (87.207-89.15652%)","76.0% (75.0781-76.8968%)","64.8% (63.608290-66.06974%)","92.8% (92.1435360-93.368358%)","1.5 (1.5-1.6)",0.54538402,0.88207985,0.87207314,0.89156519,0.75996271,0.75078081,0.7689678,0.64846416,0.6360829,0.66069745,0.92773826,0.92143536,0.93368358,0.24003729
"MDF","CAD4TBv7",59,"88.0% (86.967-88.93270%)","76.4% (75.5029-77.3107%)","65.2% (63.946990-66.41271%)","92.7% (92.0477500-93.275767%)","1.5 (1.5-1.6)",0.54895268,0.87975859,0.86967204,0.889327,0.76415754,0.75502881,0.77310659,0.65187479,0.6394699,0.66412709,0.9267948,0.9204775,0.93275767,0.23584246
"MDF","CAD4TBv7",60,"87.8% (86.823-88.79835%)","76.8% (75.9042-77.7014%)","65.5% (64.293043-66.76156%)","92.6% (92.0048100-93.232609%)","1.5 (1.5-1.6)",0.55205586,0.87836583,0.86823193,0.88798352,0.76811932,0.75904192,0.77701434,0.65535158,0.64293043,0.66761556,0.92636313,0.9200481,0.93232609,0.23188068
"MDF","CAD4TBv7",61,"87.7% (86.631-88.61916%)","77.2% (76.3174-78.1036%)","65.9% (64.643290-67.11508%)","92.6% (91.9367510-93.165903%)","1.5 (1.5-1.5)",0.55539178,0.87650882,0.86631244,0.88619158,0.77219762,0.76317422,0.78103586,0.6588728,0.6464329,0.67115076,0.92568795,0.91936751,0.93165903,0.22780238
"MDF","CAD4TBv7",62,"87.5% (86.439-88.43989%)","77.6% (76.6835-78.4597%)","66.2% (64.952448-67.42727%)","92.5% (91.8650360-93.096112%)","1.5 (1.5-1.5)",0.55841738,0.87465181,0.86439367,0.88439891,0.77580983,0.76683525,0.78459679,0.66198173,0.64952448,0.67427273,0.92497916,0.91865036,0.93096112,0.22419017
"MDF","CAD4TBv7",63,"87.1% (86.032-88.05872%)","77.9% (77.0025-78.7697%)","66.4% (65.164076-67.64473%)","92.3% (91.6709850-92.912211%)","1.5 (1.5-1.5)",0.56183088,0.87070566,0.86031861,0.88058716,0.77895595,0.77002467,0.78769746,0.6641289,0.65164076,0.67644726,0.92308754,0.91670985,0.92912211,0.22104405
"MDF","CAD4TBv7",64,"86.8% (85.792-87.83435%)","78.3% (77.4278-79.1831%)","66.8% (65.528909-68.01303%)","92.2% (91.5812300-92.824925%)","1.5 (1.5-1.5)",0.56539953,0.8683844,0.85792297,0.87834351,0.78315078,0.77427836,0.79183056,0.66779722,0.65528909,0.68013034,0.92220088,0.9158123,0.92824925,0.21684922
"MDF","CAD4TBv7",65,"86.6% (85.529-87.58743%)","78.7% (77.8415-79.5848%)","67.1% (65.881754-68.36948%)","92.1% (91.4785310-92.725543%)","1.5 (1.5-1.5)",0.56896819,0.86583101,0.85528895,0.87587429,0.78722908,0.77841517,0.79584757,0.67134629,0.65881754,0.68369485,0.92118898,0.91478531,0.92725543,0.21277092
"MDF","CAD4TBv7",66,"86.3% (85.266-87.34038%)","79.1% (78.2672-79.9978%)","67.5% (66.252869-68.74399%)","92.0% (91.3783350-92.628344%)","1.5 (1.5-1.5)",0.57261443,0.86327762,0.85265616,0.87340383,0.79142391,0.78267151,0.79997801,0.67507715,0.66252869,0.6874399,0.92020051,0.91378335,0.92628344,0.20857609
"MDF","CAD4TBv7",67,"86.1% (85.002-87.09322%)","79.5% (78.6101-80.3304%)","67.8% (66.543606-69.03803%)","91.9% (91.2712640-92.525252%)","1.5 (1.4-1.5)",0.57571761,0.86072423,0.85002457,0.87093218,0.79480308,0.78610124,0.80330431,0.67800329,0.66543606,0.69038032,0.91914836,0.91271264,0.92525252,0.20519692
"MDF","CAD4TBv7",68,"85.8% (84.716-86.82345%)","79.8% (78.9650-80.6744%)","68.1% (66.845220-69.34313%)","91.8% (91.1538970-92.412316%)","1.5 (1.4-1.5)",0.57897595,0.85793872,0.84715508,0.8682345,0.79829876,0.7896502,0.80674434,0.68103925,0.6684522,0.69343135,0.91799544,0.91153897,0.92412316,0.20170124
"MDF","CAD4TBv7",69,"85.4% (84.261-86.39604%)","80.3% (79.4147-81.1100%)","68.5% (67.211208-69.71468%)","91.6% (90.9595050-92.226108%)","1.5 (1.4-1.5)",0.58339798,0.85352832,0.84261448,0.8639604,0.80272664,0.79414698,0.81110027,0.68472998,0.67211208,0.69714683,0.91609043,0.90959505,0.92226108,0.19727336
"MDF","CAD4TBv7",70,"85.1% (83.999-86.14844%)","80.6% (79.7461-81.4309%)","68.8% (67.504130-70.01047%)","91.5% (90.8556110-92.125794%)","1.5 (1.4-1.5)",0.58642358,0.85097493,0.83998722,0.86148441,0.80598928,0.79746145,0.81430885,0.68767586,0.6750413,0.70010466,0.91506813,0.90855611,0.92125794,0.19401072
"MDF","CAD4TBv7",71,"84.5% (83.426-85.60785%)","81.0% (80.1724-81.8433%)","69.1% (67.827745-70.34118%)","91.3% (90.6020390-91.883583%)","1.4 (1.4-1.5)",0.59107836,0.8454039,0.83425872,0.85607854,0.81018411,0.80172425,0.81843283,0.69095048,0.67827745,0.70341177,0.91258695,0.90602039,0.91883583,0.18981589
"MDF","CAD4TBv7",72,"84.1% (82.949-85.15699%)","81.4% (80.5989-82.2555%)","69.5% (68.183165-70.70203%)","91.1% (90.4014120-91.690986%)","1.4 (1.4-1.5)",0.59542281,0.84076137,0.82948872,0.85156989,0.81437893,0.8059886,0.82255527,0.694535,0.68183165,0.70702028,0.91061889,0.90401412,0.91690986,0.18562107
"MDF","CAD4TBv7",73,"83.6% (82.472-84.70580%)","81.9% (81.0847-82.7248%)","69.9% (68.614338-71.13804%)","90.9% (90.2101430-91.506544%)","1.4 (1.4-1.5)",0.60015516,0.83611885,0.824722,0.84705796,0.81915637,0.81084714,0.82724834,0.69887466,0.68614338,0.71138036,0.90873837,0.90210143,0.91506544,0.18084363
"MDF","CAD4TBv7",74,"83.4% (82.234-84.48008%)","82.4% (81.5708-83.1939%)","70.4% (69.116165-71.64041%)","90.8% (90.1416130-91.438035%)","1.4 (1.4-1.4)",0.60411171,0.83379759,0.82233983,0.84480079,0.82393381,0.8157078,0.83193929,0.70389967,0.69116165,0.71640406,0.90805188,0.90141613,0.91438035,0.17606619
"MDF","CAD4TBv7",75,"82.9% (81.782-84.05100%)","82.9% (82.0808-83.6857%)","70.9% (69.602880-72.13049%)","90.6% (89.9696940-91.271451%)","1.4 (1.4-1.4)",0.60892164,0.82938719,0.81781585,0.84051005,0.8289443,0.82080791,0.83685671,0.70878794,0.6960288,0.72130489,0.9063575,0.89969694,0.91271451,0.1710557
"MDF","CAD4TBv7",76,"82.6% (81.472-83.75727%)","83.4% (82.6267-84.2114%)","71.5% (70.180833-72.70847%)","90.5% (89.8748800-91.177514%)","1.4 (1.4-1.4)",0.61349884,0.82636955,0.81472207,0.8375727,0.83430436,0.82626659,0.84211446,0.71457246,0.70180833,0.72708472,0.90541224,0.8987488,0.91177514,0.16569564
"MDF","CAD4TBv7",77,"82.1% (80.949-83.25990%)","83.9% (83.1016-84.6684%)","71.9% (70.631821-73.16327%)","90.3% (89.6690730-90.978801%)","1.4 (1.4-1.4)",0.61830877,0.82126277,0.80948927,0.83259896,0.83896528,0.83101568,0.84668402,0.71910569,0.70631821,0.7316327,0.9033877,0.89669073,0.90978801,0.16103472
"MDF","CAD4TBv7",78,"81.5% (80.307-82.64901%)","84.3% (83.4817-85.0338%)","72.2% (70.945508-73.48362%)","90.1% (89.3985820-90.719135%)","1.4 (1.4-1.4)",0.62288596,0.81499536,0.80307191,0.82649011,0.84269401,0.8348166,0.850338,0.72227937,0.70945508,0.73483618,0.90073484,0.89398582,0.90719135,0.15730599
"MDF","CAD4TBv7",79,"81.1% (79.903-82.26412%)","84.6% (83.8144-85.3534%)","72.5% (71.265673-73.80660%)","89.9% (89.2408430-90.566699%)","1.4 (1.4-1.4)",0.62637704,0.81104921,0.79903392,0.82264121,0.84595665,0.83814366,0.85353398,0.72549834,0.71265673,0.73806604,0.89918256,0.89240843,0.90566699,0.15404335
"MDF","CAD4TBv7",80,"80.5% (79.286-81.67509%)","84.9% (84.0996-85.6272%)","72.8% (71.477395-74.02550%)","89.7% (88.9777310-90.314200%)","1.4 (1.4-1.4)",0.63025601,0.80501393,0.79286191,0.81675093,0.8487532,0.84099637,0.85627245,0.72765422,0.71477395,0.74025503,0.89660266,0.88977731,0.903142,0.1512468
"MDF","CAD4TBv7",81,"79.8% (78.551-80.97222%)","85.4% (84.6229-86.1291%)","73.3% (71.976624-74.53027%)","89.4% (88.6896300-90.035745%)","1.4 (1.3-1.4)",0.63607448,0.79781801,0.78550867,0.8097222,0.85388021,0.8462287,0.86129062,0.7326796,0.71976624,0.74530274,0.89376753,0.8868963,0.90035745,0.14611979
"MDF","CAD4TBv7",82,"79.1% (77.816-80.26875%)","85.8% (85.0274-86.5166%)","73.6% (72.332040-74.89272%)","89.1% (88.3930060-89.749673%)","1.4 (1.3-1.4)",0.64111715,0.7906221,0.7781614,0.8026875,0.85784199,0.85027401,0.86516614,0.73627324,0.7233204,0.74892719,0.89085189,0.88393006,0.89749673,0.14215801
"MDF","CAD4TBv7",83,"78.7% (77.437-79.90544%)","86.2% (85.4440-86.9154%)","74.1% (72.802842-75.36305%)","89.0% (88.2663960-89.625590%)","1.3 (1.3-1.4)",0.6450737,0.78690808,0.77437151,0.79905443,0.8619203,0.85444034,0.86915361,0.74098361,0.72802842,0.75363052,0.88959711,0.88266396,0.8962559,0.1380797
"MDF","CAD4TBv7",84,"78.1% (76.869-79.36020%)","86.6% (85.9085-87.3594%)","74.6% (73.304197-75.86602%)","88.8% (88.0603310-89.425116%)","1.3 (1.3-1.4)",0.64996121,0.78133705,0.76868948,0.79360202,0.86646469,0.85908534,0.87359426,0.74601064,0.73304197,0.75866016,0.88756266,0.88060331,0.89425116,0.13353531
"MDF","CAD4TBv7",85,"77.5% (76.183-78.70093%)","87.1% (86.3256-87.7577%)","75.0% (73.722922-76.28911%)","88.5% (87.7981590-89.171117%)","1.3 (1.3-1.4)",0.6549263,0.77460539,0.76182805,0.78700933,0.870543,0.86325629,0.8775771,0.75022482,0.73722922,0.76289108,0.88497986,0.87798159,0.89171117,0.129457
"MDF","CAD4TBv7",86,"76.8% (75.544-78.08671%)","87.6% (86.9219-88.3263%)","75.7% (74.426990-76.99130%)","88.3% (87.5830960-88.960619%)","1.3 (1.3-1.3)",0.66089992,0.76833798,0.75544399,0.78086713,0.87636914,0.86921885,0.88326281,0.75726378,0.7442699,0.76991303,0.8828501,0.87583096,0.88960619,0.12363086
"MDF","CAD4TBv7",87,"76.0% (74.694-77.26715%)","88.2% (87.4709-88.8489%)","76.3% (75.033467-77.60019%)","88.0% (87.2721350-88.658308%)","1.3 (1.3-1.3)",0.66726144,0.75998143,0.74693797,0.77267148,0.8817292,0.87470884,0.88848923,0.7633481,0.75033467,0.77600192,0.87978142,0.87272135,0.88658308,0.1182708
"MDF","CAD4TBv7",88,"75.1% (73.773-76.37853%)","88.8% (88.0681-89.4165%)","77.0% (75.721095-78.28883%)","87.7% (86.9423870-88.337209%)","1.3 (1.3-1.3)",0.67416602,0.75092851,0.73773064,0.76378531,0.88755535,0.88068134,0.89416498,0.7702381,0.75721095,0.78288832,0.87652474,0.86942387,0.88337209,0.11244465
"MDF","CAD4TBv7",89,"74.0% (72.664-75.30663%)","89.4% (88.6899-90.0062%)","77.7% (76.432190-79.00245%)","87.3% (86.5416080-87.947190%)","1.3 (1.3-1.3)",0.68184639,0.74001857,0.72664465,0.75306631,0.89361454,0.88689878,0.90006172,0.77737137,0.7643219,0.79002452,0.87256798,0.86541608,0.8794719,0.10638546
"MDF","CAD4TBv7",90,"72.7% (71.369-74.05095%)","90.1% (89.4081-90.6857%)","78.6% (77.293621-79.86452%)","86.8% (86.0830250-87.500168%)","1.3 (1.3-1.3)",0.69076804,0.72725162,0.71368502,0.74050946,0.90060592,0.89408102,0.90685737,0.786001,0.77293621,0.79864521,0.86803684,0.86083025,0.87500168,0.0993940800000001
"MDF","CAD4TBv7",91,"71.4% (70.003-72.72528%)","90.7% (90.0553-91.2965%)","79.4% (78.066376-80.63981%)","86.3% (85.5978050-87.027261%)","1.3 (1.2-1.3)",0.69945694,0.7137883,0.70003339,0.72725278,0.90689816,0.90055326,0.91296522,0.79375323,0.78066376,0.80639806,0.86324312,0.85597805,0.87027261,0.09310184
"MDF","CAD4TBv7",92,"69.6% (68.217-70.98599%)","91.3% (90.6434-91.8500%)","80.0% (78.677620-81.26478%)","85.7% (84.9450040-86.391985%)","1.3 (1.2-1.3)",0.70915438,0.6961467,0.68216713,0.70985986,0.91260778,0.90643358,0.91850015,0.79994665,0.7867762,0.81264779,0.85679904,0.84945004,0.86391985,0.08739222
"MDF","CAD4TBv7",93,"67.6% (66.198-69.01496%)","92.2% (91.6051-92.7520%)","81.3% (79.984596-82.56530%)","85.0% (84.2697540-85.730824%)","1.2 (1.2-1.3)",0.72203258,0.67618384,0.66197879,0.69014965,0.92192962,0.91605087,0.92751997,0.81300586,0.79984596,0.82565299,0.85011282,0.84269754,0.85730824,0.07807038
"MDF","CAD4TBv7",94,"64.9% (63.479-66.35180%)","93.0% (92.4003-93.4944%)","82.2% (80.913864-83.51149%)","84.1% (83.3243890-84.807227%)","1.2 (1.2-1.2)",0.73615206,0.6492572,0.63479374,0.663518,0.92962014,0.92400291,0.93494351,0.82240517,0.80913864,0.83511492,0.84076299,0.83324389,0.84807227,0.07037986
"MDF","CAD4TBv7",95,"61.7% (60.275-63.20011%)","93.9% (93.3304-94.3580%)","83.5% (82.128015-84.73840%)","83.0% (82.2533910-83.757860%)","1.2 (1.2-1.2)",0.75275407,0.6174559,0.60275125,0.6320011,0.9385924,0.93330417,0.94358038,0.83464073,0.82128015,0.84738403,0.83015562,0.82253391,0.8375786,0.0614076
"MDF","CAD4TBv7",96,"57.1% (55.632-58.61046%)","94.9% (94.3972-95.3413%)","84.9% (83.505246-86.14813%)","81.5% (80.7361130-82.268495%)","1.2 (1.2-1.2)",0.77501939,0.57126277,0.55632425,0.58610457,0.94884642,0.94397242,0.95341274,0.84862069,0.83505246,0.86148128,0.81511512,0.80736113,0.82268495,0.05115358
"MDF","CAD4TBv7",97,"51.2% (49.702-52.71005%)","95.9% (95.4693-96.3192%)","86.3% (84.878019-87.58428%)","79.7% (78.8681010-80.429967%)","1.2 (1.1-1.2)",0.80162917,0.51207057,0.49702423,0.52710052,0.95910044,0.95469315,0.96319246,0.86272976,0.84878019,0.8758428,0.79657408,0.78868101,0.80429967,0.0408995599999999
"MDF","CAD4TBv7",98,"42.7% (41.251-44.22779%)","97.3% (96.9560-97.6513%)","88.9% (87.461474-90.21585%)","77.2% (76.3950570-77.985326%)","1.1 (1.1-1.1)",0.83933282,0.42734448,0.41250967,0.44227789,0.97319972,0.96955977,0.9765134,0.88894254,0.87461474,0.90215851,0.77197523,0.76395057,0.77985326,0.02680028
"MDF","CAD4TBv7",99,"29.1% (27.732-30.46706%)","98.8% (98.5590-99.0299%)","92.5% (90.936483-93.82070%)","73.5% (72.6999450-74.318948%)","1.1 (1.1-1.1)",0.89487975,0.29085422,0.27732192,0.30467064,0.98811466,0.98559039,0.99029882,0.92472325,0.90936483,0.93820698,0.73515388,0.72699945,0.74318948,0.01188534
"MDF","CAD4TBv7",100,"0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)","NA (0.000000-100.00000%)","66.6% (65.7568600-67.393135%)","NaN (1-Inf)",1,0,0,0.00085592,1,0.99957025,1,NA,0,1,0.66578743,0.6575686,0.67393135,0
